id,title,excerpt,content,createdAt,anonymousSchool,anonymousDepartment,gender,forumName,forumAlias,topics,commentCount,likeCount
238956875,"?????一天1.1元，看運動比賽(比賽)
★商品名稱：HamiVideo 運動館方案
★使用期限：180送90，共270天
★商品網址：https://apps.apple.com/tw/app/hami-video/id879383077
★批價/數量：894/3個裝置
★金額試算：894/3=298元，可LinePay 、匯款、bodypay等方式
★備註：只能用一台裝置登入，換裝置要跟主揪索取認證碼。可收看包含愛爾達頻道及ELEVEN頻道(SPORTS 2不提供電視裝置授權)及部分博斯頻道。
意願者煩請私訊～～謝謝??",,https://i.imgur.com/gYIvSqc.jpg,2022-05-22T05:53:05.168Z,FALSE,FALSE,M,運動,sport,"['比賽', '健身', '羽球', '網球', 'NBA']",0,0
238956872,#優惠 7-11冰品5折,1.，2.，3.（已使用）,"1.
https://i.imgur.com/PXCgZQj.jpg

2.
https://i.imgur.com/NceyULL.jpg


3.（已使用）
https://i.imgur.com/6rLkbwA.jpg",2022-05-22T05:52:57.379Z,FALSE,FALSE,F,省錢,savemoney,['冰品'],4,1
238956871,57級分 統測請益 看看第一題問題~,國（12）英（13）數（10）專一（11）專二（11），目前志願：1.國立臺北商業大學 多媒體設計系（桃園校區）總級分（58），2.國立臺北商業大學 商業設計管理系（桃園校區）總級分（60），3.國立,"國(12)英(13)數(10)專一(11)專二(11)

目前志願：
1.國立臺北商業大學 多媒體設計系(桃園校區)總級分(58）
2.國立臺北商業大學 商業設計管理系(桃園校區)總級分(60)
3.國立臺中科技大學 企業管理系 總級分(58)
4.國立高雄科技大學 行銷與流通管理系總級分(59)
5.國立高雄科技大學 金融系(62)
6.銘傳大學 企業管理學系(臺北校區) (52)

問題：
1.“想問台北普大科系還能再往上填什麼”？
      輔大、淡江不考慮，中原國際經營與貿易學系、實踐大學 財務金融學系(臺北校區)
總級分(52)、逢甲大學 經濟學系(56)、逢甲大學 國際經營與貿易學系(55)跟“銘傳大學 企業管理學系(臺北校區) (52)比的話，地理位置、業界名聲、就業率，最適合填什麼？
2.北商有機會轉台北校區嗎？

有什麼意見歡迎留言",2022-05-22T05:52:48.603Z,FALSE,FALSE,F,新生季,freshman,"['統測', '新生季', '銘傳', '考試', '逢甲']",1,0
238956869,以道相交，天荒而地老,以利相交，利盡則交疏；以勢相交，勢傾則交絕；以色相交，華落而愛渝；以道相交，天荒而地老，愛」這個字怎麼寫？一個心，一個受，要能用心感受別人的需要去幫助別人，這才叫愛。愛不是一種掠奪，我愛你，所以你必須,"以利相交，利盡則交疏；
以勢相交，勢傾則交絕；
以色相交，華落而愛渝；
以道相交，天荒而地老

愛」這個字怎麼寫？一個心，一個受，要能用心感受別人的需要去幫助別人，這才叫愛。愛不是一種掠奪，我愛你，所以你必須替我做什麼，那都叫做佔有、控制、慾望，現在這個情況太明顯。你看那男女之間發生衝突、傷害，甚至於鬧出人命，那個報紙都說這一對戀愛、恩愛中的情侶發生什麼，我說這句話根本就是錯的，他根本不懂愛，你還拿那個字給他，現在都是用慾望。

我們可以靜下心來想想，請問我們會愛人了嗎？當你真正會愛人，你身旁的人只有一種感覺，如沐春風。人與人的關係，我們可以去體會一下，一般有四種，一種是「以利相交，利盡則交疏；以勢相交，勢傾則交絕；以色相交，華落而愛渝；以道相交，天荒而地老」。

https://jeise.pixnet.net/blog/post/45435287-%E8%94%A1%E7%A6%AE%E6%97%AD%E8%80%81%E5%B8%AB%E8%AC%9B%E6%84%9B%E6%83%85%E5%A9%9A%E5%A7%BB%EF%BC%8C%E8%AB%87%E6%88%80%E6%84%9B%E3%80%81%E7%B5%90%E5%A9%9A%E4%BA%BA%E5%BF%85%E8%AE%80",2022-05-22T05:52:09.086Z,TRUE,TRUE,F,感情,relationship,"['感情', '曖昧', '愛情', '情侶', '價值觀']",1,3
238956866,開卡稱擾民,有人兩點半左右要一起開扁ㄇ，趁國中生還在考會考（更正：聽說已經考完了），想打ㄍ幾場遊戲，有人要玩咪,"有人兩點半左右要一起開扁ㄇ
趁國中生還在考會考（更正：聽說已經考完了）
想打ㄍ幾場遊戲
https://sticker-assets.dcard.tw/images/f0616a40-02c1-483a-a5a7-4acfd849b7b5/orig.png
有人要玩咪",2022-05-22T05:51:45.242Z,FALSE,FALSE,F,傳說對決,aov,[],15,2
238956864,為什麼什麼事都要在一起,我喜歡自己一個人做事，喜歡自己為自己努力時的感覺，喜歡放鬆的時候出去繞繞，偶爾來個小旅行，我很黏，很需要朋友，信任的人很少，只有一兩個至交但都不在同一縣市。平時我不喜歡麻煩別人，也不是什麼事都要待在一,"我喜歡自己一個人做事，喜歡自己為自己努力時的感覺，喜歡放鬆的時候出去繞繞，偶爾來個小旅行，我很黏，很需要朋友，信任的人很少，只有一兩個至交但都不在同一縣市。
平時我不喜歡麻煩別人，也不是什麼事都要待在一起做的類型，大家忙完後的一通電話或小聚那都是開心的，若有時間，大家一起安排旅遊我也會興奮的卯起來準備，若朋友有困難我也會馬上放下手邊事情立馬出現，我自以為是真心的對待著身邊的人。
可是就在剛剛，朋友們打電話過來說要來我家一起做作業，一項可以各自獨立完成，根本不需要也沒有必要用到旁人的作業，我拒絕了，因為我還有好多事要做，今天也不太想接觸人，就想安靜的一個人待著做自己的事，在對方瘋狂的盧下，我依然不願意，反而更抗拒這件事，後來另一個人說話了：「那就算了」
電話很快被掛斷
這瞬間莫名讓我恐慌和難過，是我的問題嗎，我好像一個很自私很自私的人..好像在朋友們眼中，我很讓人討厭
我知道想在社會生存就得有朋友，得處世圓滑，我明明很喜歡社交..真的很喜歡，可是…我也好需要自己的空間，那才是最自在的….
這個個性我已經苦惱了好幾年，到大學了還這樣
我該..怎麼辦..這樣的我怎麼在這瞬間讓自己感到這麼糟糕，且討厭",2022-05-22T05:51:36.900Z,TRUE,TRUE,F,心情,mood,"['心事', '女生', '壓力', '大學']",2,1
238956863,隔離首日跟確診日重疊，隔離險理賠問題,發現好像很多人跟我有一樣的問題，但都散落在其他文章底下，開個串讓有相同問題的人一起討論吧，【前提必看】：隔離者會收到第48條的隔離通知書（由地方政府發放），確診者會收到第44條的隔離通知書（由中央發放,"發現好像很多人跟我有一樣的問題，但都散落在其他文章底下
開個串讓有相同問題的人一起討論吧

【前提必看】：
隔離者會收到第48條的隔離通知書（由地方政府發放）
確診者會收到第44條的隔離通知書（由中央發放）
為免討論產生混亂，希望留言都用44、48的條號來代稱「隔離通知書、居隔單」！
為免討論產生混亂，希望留言都用44、48的條號來代稱「隔離通知書、居隔單」！
為免討論產生混亂，希望留言都用44、48的條號來代稱「隔離通知書、居隔單」！

ex.1 我的44條隔離書日期寫錯……
ex.2 我的48條隔離通知書還沒收到……

【前提結束】

我的狀況如下：
5/4 跟家人最後接觸日
5/5 第一位家人PCR確診＞其他三人開始框列隔離
5/6 我PCR確診＞其他二人繼續框列隔離

最近，我收到的48條通知書卻寫5/6～5/7
但我此時已確診，已開始居家照護，怎麼會還在框列隔離？
而五月初那時候資訊非常混亂，疫調系統填錯也沒辦法改，因此家人把最後接觸日寫成了確診日，大概是因為這樣，所以地方政府的48條通知書以5/5的隔天5/6起算
但現在CDC已經定調說以最後接觸日為框列隔離的D0
所以我的48條隔離日期應該是（5/4的隔天）5/5～5/6？
目前電話都打不進去，想問有沒有也是【台北】的人有更改成功的？是到哪裡修改？",2022-05-22T05:51:25.682Z,FALSE,TRUE,F,保險業,insurance,"['隔離', '確診', '理賠']",5,4
238956861,各位警察辛苦了,因為這次疫情，大家可以思考一下，衛生機關的電話比較快接，還是警消，有沒有突然覺得，以前的裡所當然，其實是很多人努力的成果呢，ps：沒有要戰的意思，大家都辛苦了，希望疫情能早早退散,"因為這次疫情
大家可以思考一下
衛生機關的電話比較快接
還是警消
有沒有突然覺得
以前的裡所當然
其實是很多人努力的成果呢
ps:
沒有要戰的意思
大家都辛苦了
希望疫情能早早退散",2022-05-22T05:51:20.445Z,FALSE,TRUE,M,心情,mood,"['警察', '辛苦', '時事', '疫情']",1,2
238956860,淡江霍金回歸,從現在開始，霍金之亂持續延燒,從現在開始，霍金之亂持續延燒,2022-05-22T05:51:16.558Z,FALSE,FALSE,M,考試,exam,"['淡江', '霍金']",4,6
238956853,脫口秀喜劇演員的費用怎樣才算合理！,最近因為想要邀請知名的脫口秀演員表演收到了一個天價的報價….，不知道是我不懂行情還是這個行業的報價就是這樣！，兩個人約莫30-40分鐘，大家覺得價位應該如何呢？,"最近因為想要邀請知名的脫口秀演員表演收到了一個天價的報價….
不知道是我不懂行情還是這個行業的報價就是這樣！

兩個人約莫30-40分鐘

大家覺得價位應該如何呢？",2022-05-22T05:50:36.453Z,FALSE,FALSE,F,閒聊,talk,"['脫口秀', '費用', '時事', '閒聊']",0,0
238956849,【影片欣賞~ 東京復仇者】,之前看了一個動漫改編的線上日本動作電影（不是瑟瑟的那種啦^^”），片名是~ 東京復仇者。光看片名就直覺是一般普通的暴力（美學？）動作片，但看了才知道根本是圖文不符的電影啊！，比較像是東京科幻愛情故事呢,"之前看了一個動漫改編的線上日本動作電影（不是瑟瑟的那種啦^^”），片名是~ 東京復仇者。

光看片名就直覺是一般普通的暴力（美學？）動作片，但看了才知道根本是圖文不符的電影啊！

比較像是東京科幻愛情故事呢。

說實話撇除一些邏輯小矛盾和誇飾渲染的問題，個人覺得還蠻感人肺腑的好看呢@^_^@

而且劇情完全是照著作文寫作的模式在鋪陳~ 起、承、轉、合，每個角色人物都有不可磨滅的友誼羈絆之存在，好看且勵志。

影片欣賞~ 東京復仇者
（科幻愛情勵志）
分享給您^=^

~~~~~~~~~~~~~~~
http://www.xodm.net/action/dongjingfuchouzhe/",2022-05-22T05:49:56.401Z,FALSE,FALSE,M,電影,movie,"['愛情', '電影', '觀後感', '電影推薦']",1,0
238965386,#鑑定 這是什麼昆蟲,請問這是什麼昆蟲，工作的地方發現的，尺寸大概3-5毫米 沒有量 目測的，好像會咬人，身體偏硬，已經處理掉了，謝謝板上的各位大大,"https://i.imgur.com/buBqH1H.jpg
請問這是什麼昆蟲 
工作的地方發現的
尺寸大概3-5毫米 沒有量 目測的
好像會咬人 
身體偏硬
已經處理掉了
謝謝板上的各位大大",2022-05-23T05:02:08.798Z,FALSE,TRUE,M,昆蟲,insect,"['昆蟲', '蟲蟲危機']",1,0
238965381,樂天桃猿1投手發燒快篩陽性　累計全隊9球員染疫,記者楊舒帆／綜合報導，疫情持續延燒，樂天桃猿23日休兵，不過有投手不適快篩呈現陽性，目前已經累積9名球員快篩陽性。樂天桃猿球團表示，今日（23日）一位投手有輕微發燒症狀，經快篩後結果呈陽性，目前已安排,"記者楊舒帆／綜合報導

疫情持續延燒，樂天桃猿23日休兵，不過有投手不適快篩呈現陽性，目前已經累積9名球員快篩陽性。

樂天桃猿球團表示，今日（23日）一位投手有輕微發燒症狀，經快篩後結果呈陽性，目前已安排進行PCR檢測並依規定通報聯盟，後續將嚴格遵守指揮中心及聯盟規範辦理。

近日疫情蔓延，桃猿自18日起，包含陳俊秀、林立以及林承飛傳出快篩陽性消息，19日增加馬傑森、郭永維、邱駿威，20日又傳陳禹勳和捕手嚴宏鈞，23日再有投手快篩陽，目前累積有9人快篩陽性。

樂天桃猿和統一獅近日都將二軍戰力拉上一軍補強，二軍賽事受影響，聯盟日前公告，二軍第8週例行賽5月24日(編號第57場)樂天桃猿對統一獅、5月26日(編號第61場)樂天桃猿對統一獅、5月27日(編號第62場)樂天桃猿對富邦悍將、5月29日(編號第64場)統一獅對富邦悍將皆停賽。

https://sports.ettoday.net/news/2256957",2022-05-23T05:01:35.412Z,FALSE,FALSE,M,中職,cpbl,"['樂天桃猿', '中華職棒', 'CPBL', '中職', '棒球']",0,5
238965380,#情報 新增「第二十六～三十之獄」的新關卡！　「禁忌之獄」5月23日地府鼓動,「禁忌之獄」即將於2022年05月23日現身！，所有關卡都是超高難易度的這個活動中，到底又會有多少彈珠好手可以成功踏破呢？▼活動期間：2022年05月23日 12：00～06月10日 11：59，▼「,,2022-05-23T05:01:28.387Z,FALSE,FALSE,M,怪物彈珠,monster_strike,"['怪物彈珠', '禁忌之獄', '奈落']",1,1
238965379,你以為今天圍巾超常表現？,今天勇士只贏9分，Wiggins就多得10分而已，沒錯 他還在控分！，控分也不忘保住球隊勝利?，知道誰是大腿了嗎??,"https://i.imgur.com/t9nPIIr.jpg
今天勇士只贏9分
Wiggins就多得10分而已
沒錯 他還在控分！
控分也不忘保住球隊勝利??
知道誰是大腿了嗎??",2022-05-23T05:01:18.516Z,FALSE,FALSE,M,NBA,nba,"['NBA', '季後賽', '勇士']",6,44
238965378,遠距離問題請益,各位情侶們你們能接受遠距離嗎？應該說你們是怎麼克服的，因為我現在就面臨到這個問題??，但目前只是曖昧…，對方也沒有過遠距離的經驗，也因為工作關係見面次數屈指可數??，而且她的重心會比較傾向於工作和上課,"各位情侶們你們能接受遠距離嗎？
應該說你們是怎麼克服的
因為我現在就面臨到這個問題??
但目前只是曖昧…
對方也沒有過遠距離的經驗
也因為工作關係見面次數屈指可數??
而且她的重心會比較傾向於工作和上課
所以有時候會讓我感覺不到她的喜歡…
很怕對方是個臭渣女 雖然她現在的行為很像了：）",2022-05-23T05:01:14.248Z,TRUE,TRUE,F,彩虹,rainbow,"['遠距離', 'Les', '感情', '彩虹']",3,11
238965377,遠雄人壽,請問有人在遠雄人壽待過嗎？三節福利年終如何 謝謝,"請問有人在遠雄人壽待過嗎？
三節福利年終如何 謝謝",2022-05-23T05:01:05.402Z,TRUE,TRUE,F,工作,job,"['工作', '人壽', '保險']",0,1
238965376,大家覺得在家上課會到什麼時候？,感覺疫情應該很難緩和了,感覺疫情應該很難緩和了,2022-05-23T05:01:02.915Z,TRUE,TRUE,F,心情,mood,[],0,0
238965374,離職倒數,倒數幾天就要離職了，請問板上各位大大心情應該如何調整,"倒數幾天就要離職了
請問板上各位大大心情應該如何調整",2022-05-23T05:00:38.260Z,FALSE,TRUE,M,工作,job,"['離職', '倒數', '辭職']",3,1
238965373,#戰 中山劇藝學長,你們面試考試的時候不覺得，面試考場裡面在右邊那個五官深邃立體 眼睛很漂亮的175混血學長，感覺超級無敵帥嗎，可惜他都戴帽子戴口罩，我看到有人說外面那個比較帥但是我認真覺得裡面那個比較帥欸??，希望我可,"你們面試考試的時候不覺得
面試考場裡面在右邊那個五官深邃立體 眼睛很漂亮的175混血學長
感覺超級無敵帥嗎
可惜他都戴帽子戴口罩
我看到有人說外面那個比較帥但是我認真覺得裡面那個比較帥欸??
希望我可以考上感覺裡面很多帥哥美女",2022-05-23T05:00:31.711Z,FALSE,TRUE,F,新生季,freshman,"['中山', '學長', '個申']",3,3
238965372,Re: 急～貓咪認養,,此篇文章為轉貼文章，請更新至最新版本觀看完整內容。,2022-05-23T05:00:16.445Z,FALSE,FALSE,F,寵物,pet,"['貓咪', '認養', '屏東大學']",0,4
238965368,The moon forgotten by the stars ??,247.，有時，同樣的事情重複做及反應，很催眠，長期下來重複旋環著，同件事情及相似回應的你，讓人感到疲乏且易睡…。小小雲你，你怎麼不會感到無聊呢？??，#英語暨傳播應用學系，#攝影，#世新傳播之相關科系,"247.
有時，同樣的事情重複做及反應，很催眠 

長期下來重複旋環著，同件事情及相似回應的你，讓人感到疲乏且易睡…。 

小小雲你，你怎麼不會感到無聊呢？??



#英語暨傳播應用學系

#攝影

#世新傳播之相關科系

#Hinweise





#世新圖文傳播暨數位出版學系

#台師大圖文傳播學系

#photographer

#Geige

#尋人啟事

#政大傳播院

#台藝大電影系

#北藝大電影創作學系

#德國電影相關學院

#美國電影相關學院

#加拿大電影相關學院

#輔大傳播院之影像組",2022-05-23T05:00:00.918Z,TRUE,TRUE,F,感情,relationship,"['世新', '世新大學', '尋人', '攝影']",1,1
238965367,下部隊,想問二階抽到歸仁好嗎 ～～～平常放假大概都是幾點，網上好像找不太到相關消息，先謝謝各位弟兄了,"想問二階抽到歸仁好嗎 ～～～
平常放假大概都是幾點
網上好像找不太到相關消息

先謝謝各位弟兄了 
https://sticker-assets.dcard.tw/images/c195b67f-d623-4df8-812e-e5db11424ad9/orig.png",2022-05-23T05:00:00.434Z,FALSE,TRUE,F,軍旅,military,"['部隊', '軍旅', '國軍']",6,1
238965366,#分享 新婚第一年的端午節習俗,想問各位大大，昨天我娘家媽媽打電話來說新婚的第一年的端午節，要發送香包給老公家這邊的親戚跟家裡有小朋友的親戚香包?，但我想問有什麼東西可以取代香包？或送其他的東西？,"想問各位大大，昨天我娘家媽媽打電話來說新婚的第一年的端午節，要發送香包給老公家這邊的親戚跟家裡有小朋友的親戚香包?
但我想問有什麼東西可以取代香包？或送其他的東西？????",2022-05-23T04:59:57.633Z,FALSE,TRUE,F,結婚,marriage,[],10,0
238965365,#徵伴 utd 2022 fall徵室友,如標題 想請問板上是否有今年也申請上utd的同學，想一起租房 男生  謝謝,"如標題 想請問板上是否有今年也申請上utd的同學 
想一起租房 男生  謝謝",2022-05-23T04:59:23.658Z,FALSE,TRUE,M,留學,studyabroad,"['徵', '室友', 'UTD']",0,0
238965362,請問這東西還有價值嗎,,https://i.imgur.com/kGUcv2J.jpg,2022-05-23T04:59:14.955Z,FALSE,FALSE,M,有趣,funny,"['價值', '請問', '閒聊']",1,0
238965348,旋轉拍賣問題,是這樣的剛進入旋轉拍賣沒多久，想問一下如果是要賣3000元以上的東西，用7-11取貨付款會不會有什麼限制？上網查都查不到相關的資料～～,"是這樣的剛進入旋轉拍賣沒多久
想問一下如果是要賣3000元以上的東西
用7-11取貨付款會不會有什麼限制？
上網查都查不到相關的資料～～
https://sticker-assets.dcard.tw/images/05c2c9f2-5310-43e1-979c-08f57ad0d7dc/orig.png",2022-05-23T04:58:05.700Z,FALSE,TRUE,F,網路購物,buyonline,['旋轉'],1,2
238974202,本土確診病例連4天降、高峰已過？ 陳時中：控制得宜,台灣防疫做得好，莫急莫慌莫害怕，物競天擇皆有數，人生自古誰無死。群體免疫是國際趨勢，台灣疫情控制的很好，台灣人要團結。,"台灣防疫做得好，莫急莫慌莫害怕，物競天擇皆有數，人生自古誰無死。群體免疫是國際趨勢，台灣疫情控制的很好，台灣人要團結。
https://www.google.com/amp/s/tw.news.yahoo.com/amphtml/%25E6%259C%25AC%25E5%259C%259F%25E7%25A2%25BA%25E8%25A8%25BA%25E7%2597%2585%25E4%25BE%258B%25E9%2580%25A34%25E5%25A4%25A9%25E9%2599%258D-%25E9%25AB%2598%25E5%25B3%25B0%25E5%25B7%25B2%25E9%2581%258E-%25E9%2599%25B3%25E6%2599%2582%25E4%25B8%25AD-%25E6%258E%25A7%25E5%2588%25B6%25E5%25BE%2597%25E5%25AE%259C-064239360.html",2022-05-24T04:08:02.298Z,FALSE,TRUE,M,時事,trending,['時事'],18,4
238974198,體重下降的規律？,大家好 我原始身高體重是160/59-60（剛開始沒有很認真記精確數字），想請教一下大家減肥掉體重的規律是，1.一到兩天就掉0.1-0.2 持續下降，2.大概一個禮拜左右掉0.4-0.5 好幾天才會掉,"大家好 我原始身高體重是160/59-60（剛開始沒有很認真記精確數字）
想請教一下大家減肥掉體重的規律是
1.一到兩天就掉0.1-0.2 持續下降
2.大概一個禮拜左右掉0.4-0.5 好幾天才會掉ㄧ次
3.先上升 再下降 上升一點點 再下降

我自己是第二種
認真減肥到現在大概快一個月
現在是58-59左右
補充說明一下我每天都有算熱量跟營養素+居家肌力訓練（就是那種大家都知道的YouTube影片）+跳kpop 半小時到一小時
再補充說明我知道體重計上的數字不是唯一！
所以沒有很焦慮 只是好奇大家的數字怎麼變化～～～",2022-05-24T04:07:42.779Z,FALSE,TRUE,F,減肥,weight_loss,['減肥'],16,18
238974197,#情報 台中逢甲葉綠宿旅館 第三劑疫苗優惠,入住的旅客，全員出示施打完第三劑疫苗證明，享有超優惠價格，再送獨家美食護照&依房型贈送飲品券，◆優惠房型，經濟雙人房 $1299，精緻雙人房 $1399，經典雙床房 $1399，豪華雙人房 $1599,"入住的旅客，全員出示施打完第三劑疫苗證明
享有超優惠價格??
再送獨家美食護照&依房型贈送飲品券

◆優惠房型
??經濟雙人房 $1299
??精緻雙人房 $1399
??經典雙床房 $1399
??豪華雙人房 $1599
??經濟四人房 $2299
??精緻四人房 $2499
??豪華四人房 $2699
??童趣親子房 $2699

◆入住期間
即日起～2022/6/30 平日(週日~週五)
假日、連續假日、特殊假日不適用



◆說明
?此優惠限電話、Line@、FB、官網訂房

?此專案不得與其他葉綠宿優惠合併使用
?葉綠宿保有專最終解釋修改之權利
https://i.imgur.com/hES0DIs.jpg",2022-05-24T04:07:33.350Z,FALSE,FALSE,M,省錢,savemoney,"['台中', '逢甲', '旅館', '情報', '優惠']",2,9
238974196,筆電Thunderbolt 4充電,請問像LG gram這種有Thunderbolt 4接口的筆電全部都支援100W Type-C充電嗎？官方是附65W充電器也是Type-C的，100W實際充電時間跟90W是差不多的嗎，是時時都是全功率,"請問像LG gram這種有Thunderbolt 4接口的筆電全部都支援100W Type-C充電嗎？官方是附65W充電器也是Type-C的，100W實際充電時間跟90W是差不多的嗎，是時時都是全功率100W在充嗎還是大部分都是涓流充電或是只有50、60W?

這兩種實際充電時間會差很多嗎還是沒什麼影響
https://shopee.tw/product/94056864/12490264070?smtt=0.9070900-1653365308.9
https://shopee.tw/product/371980701/9757953672?smtt=0.9070900-1653365301.9",2022-05-24T04:07:25.213Z,FALSE,TRUE,M,3C,3c,"['筆電', '充電', '電腦', '3c', '請益']",2,0
238974195,每當想起男友與前幾任的相處,我是一個非常有感情潔癖（？的人，（是這樣解釋的嗎？），總之就是只要想到他跟前任們相處，就會心情超低落、胸悶整個超不舒服吃不下飯，甚至偶爾還會去想像他們床上或一起洗澡的樣子，我知道我這樣不對 因為那都是,"我是一個非常有感情潔癖（？的人
（是這樣解釋的嗎？）
總之就是只要想到他跟前任們相處
就會心情超低落、胸悶整個超不舒服吃不下飯
甚至偶爾還會去想像他們床上或一起洗澡的樣子
我知道我這樣不對 因為那都是對方無法改變的過去
我每次每次每次都會一直在心裡告訴自己
不要一直想 那都是過去 他現在很愛妳很疼妳 
歐買尬就明明知道這樣不對 
已經減少超多次去想了 
但現在偶爾突然一個契機想到又會超痛苦
因為他知道我很會亂想 所以他給我非常多安全感
就是多到我真的也不會去懷疑他 也不怕他離開
但就是想到還是會好痛苦啊～_～
前面會稍微跟他提一下我現在想到了什麼不開心
他總是會很有耐心的安撫我
但我知道他都很無奈因為他就無法改變 
所以後來怕會影響到他的心情 就選擇自己給自己信心喊話
不過好討厭這樣的自己啊～～～
板上有人有更好的辦法可以去抑制這種想法嗎_(??`」 ∠)_

（喔喔忘了補一句 這是我初戀??）",2022-05-24T04:07:23.806Z,TRUE,TRUE,F,心情,mood,"['男友', '相處', '感情']",2,2
238974194,星耀場 有人就開,房號59688,房號59688,2022-05-24T04:07:15.938Z,FALSE,FALSE,M,傳說對決,aov,"['傳說對決', '遊戲', '排位']",1,0
238974193,#分享 買賣股票請自行判斷,這陣子留言區有一位人士，不停在留言區鼓吹ETF存股只要在乎領股息，領股息多厲害又多棒。甚至講出填息算什麼，有股息能領就好之類的言論….，先不論觀念對錯啦…，各位買賣股票前真的要多查證、多瞭解之後再下手,"這陣子留言區有一位人士，不停在留言區鼓吹ETF存股只要在乎領股息，領股息多厲害又多棒。
甚至講出填息算什麼，有股息能領就好之類的言論….
先不論觀念對錯啦…
各位買賣股票前真的要多查證、多瞭解之後再下手啊！
光是ETF就有一堆東西要考慮，追蹤指數、股票內容、填息速度、內扣費用、折溢價、成交量、報酬率….
絕對不是股利發得多就好棒棒。

況且ETF雖然不會歸零，但也有下市風險喔！
*下市：按淨值清算

你各位啊！ 不要傻傻接刀啊！
https://i.imgur.com/xM05w7t.jpg",2022-05-24T04:07:08.867Z,FALSE,FALSE,M,股票,stock,"['買賣', '投資', '理財', 'ETF', '詐騙']",15,11
238974191,確定了！叫對手「傑基」 洋基球星遭大聯盟禁賽1場,〔體育中心／綜合報導〕前美聯MVP、洋基明星三壘手唐納森（Josh Donaldson）今天確定因為日前發表的疑似種族歧視言論遭大聯盟禁賽1場，另外還有罰款處分。唐納森在22日對上白襪隊的比賽中，因為,"〔體育中心／綜合報導〕前美聯MVP、洋基明星三壘手唐納森（Josh Donaldson）今天確定因為日前發表的疑似種族歧視言論遭大聯盟禁賽1場，另外還有罰款處分。

唐納森在22日對上白襪隊的比賽中，因為稱對方的黑人內野手安德森（Tim Anderson）為「傑基」，進而引發板凳清空衝突。

「傑基」指的是大聯盟首位黑人球員羅賓森（Jackie Robinson），也是大聯盟的傳奇人物，他的42號球衣已經從所有球團永久退役。

對於黑人球員安德森而言，被稱呼為羅賓森可能會感覺像是種族歧視。而白襪隊主帥拉魯薩也在賽後表達了他的不舒服，稱唐納森是「種族歧視者」。

然而，唐納森堅稱這些言論並非種族主義，因為安德森過去自己也在採訪時說過，「我感覺自己要像現代的羅賓森。他改變了棒球，我認為我正處於需要改變棒球藩籬的地步。」

大聯盟運營部資深副總裁希爾（Michael Hill）今日表示：「無論唐納森的意圖如何，他的言論都是不尊重和判斷力不佳的。」
https://sports.ltn.com.tw/news/breakingnews/3936762",2022-05-24T04:07:06.585Z,FALSE,FALSE,M,棒球,baseball,"['MLB', '美國職棒', '大聯盟', '棒球']",0,3
238974190,處女男說沒辦法像愛前任那樣非常愛我,我跟身邊這位處女男交往快5個月，當初是他追我的，在一起後的這段日子我們都會聊天、約會，最近一次我們聊天時，他說他覺得自己沒辦法像愛前任那樣非常愛我，（不是對我沒愛，是沒有跟愛前任那時那麼愛），跟他在一,"我跟身邊這位處女男交往快5個月
當初是他追我的
在一起後的這段日子我們都會聊天、約會

最近一次我們聊天時
他說他覺得自己沒辦法像愛前任那樣非常愛我
（不是對我沒愛，是沒有跟愛前任那時那麼愛）
跟他在一起讓我受委屈了

他覺得我很好，想要繼續跟我一起
也想看時間會不會讓他更愛我
（他說現在是一下子很愛我，一下子又還好）
如果我說想離開，他也會接受

我們目前兩個人在努力讓關係更好
雖然好像是感情問題，跟星座可能沒那麼大關聯
但還是想知道
處女男真有可能跟他說的一樣，
突然哪一天就很愛了嗎？",2022-05-24T04:06:40.793Z,TRUE,TRUE,F,星座,horoscopes,"['處女', '感情', '愛情', '男友']",10,11
238974189,#徵租 徵室友???? 板橋/府中/新莊,覺得獨立套房不能開伙不方便，加上租約即將到期，想徵室友一起合租家庭式套房！，【人數】徵2-3位（男女不拘，能保持公共區域乾淨），【地點】近板橋、府中、新莊皆可，靠近捷運佳，【租金】預計每人8000-9,"覺得獨立套房不能開伙不方便，加上租約即將到期，想徵室友一起合租家庭式套房！

【人數】徵2-3位（男女不拘，能保持公共區域乾淨）

【地點】近板橋、府中、新莊皆可，靠近捷運佳

【租金】預計每人8000-9000/月，可以共同討論～

【時間】7月以前

【關於我】無不良嗜好，可能有時候會看到我在做瑜伽（在客廳），有空會下廚或做甜點餵食各位，希望能找到一起開心生活的室友??！有任何問題都歡迎私訊我或加群組討論！",2022-05-24T04:06:35.354Z,FALSE,FALSE,F,租屋,rent,"['徵', '室友']",10,5
238974188,想問台中有沒有好吃的bonbon巧克力,最近好想吃bonbon（就是有薄殼裡面的餡是軟的或流體的巧克力），但跑店常常踩雷想問板上的大大有沒有推薦的，希望是殼夠薄的，至少1.5mm以下，目前口袋名單就只有CJSJ,"最近好想吃bonbon（就是有薄殼裡面的餡是軟的或流體的巧克力），但跑店常常踩雷??想問板上的大大有沒有推薦的
希望是殼夠薄的，至少1.5mm以下，目前口袋名單就只有CJSJ",2022-05-24T04:06:28.256Z,FALSE,TRUE,F,美食,food,"['台中', '巧克力', '台中美食']",0,0
